序号,URL,标题,链接文字,精选日期,doc_token,外部链接
1,https://waytoagi.feishu.cn/wiki/ROh2wxuHAiW3B9kPzV8cuhNHnfd?from=from_copylink,Coding Agent 下半场：从个人提效到组织级研发体系,Coding Agent 下半场：从个人提效到组织级研发体系,20260614,ROh2wxuHAiW3B9kPzV8cuhNHnfd,否
2,https://waytoagi.feishu.cn/wiki/LNNiwQKbUimxhEkRkMtcMi6yn2b?from=from_copylink,自主长时间运行的Coding Agent,自主长时间运行的Coding Agent,20260614,LNNiwQKbUimxhEkRkMtcMi6yn2b,否
3,https://waytoagi.feishu.cn/wiki/HZVVwQn1NiVtX2kFgT3c5pQQnwe?from=from_copylink,AARRR：AI 增长是每个人的基本能力,AARRR：AI 增长是每个人的基本能力,20260614,HZVVwQn1NiVtX2kFgT3c5pQQnwe,否
4,https://waytoagi.feishu.cn/wiki/GYz3wt1BQilXX1kJwT1cdIxonaf?from=from_copylink,干掉NotebookLM！这个开源项目+Obsidian，补齐了本地AI知识库的最后一块拼图,干掉NotebookLM！这个开源项目+Obsidian，补齐了本地AI知识库的最后一块拼图,20260614,GYz3wt1BQilXX1kJwT1cdIxonaf,否
5,https://waytoagi.feishu.cn/wiki/RN9yw5xWki84zLkiSb3c34Y6nLc?from=from_copylink,6.7- 6.14｜本周顶尖 AI 论文,6.7- 6.14｜本周顶尖 AI 论文,20260614,RN9yw5xWki84zLkiSb3c34Y6nLc,否
6,https://waytoagi.feishu.cn/wiki/WNAVwAl2oiygzckNd1vceb2tnzd?from=from_copylink,Zynga创始人：为什么大多数产品经理的直觉是对的，但想法却是错的？丨Lenny,Zynga创始人：为什么大多数产品经理的直觉是对的，但想法却是错的？丨Lenny,20260614,WNAVwAl2oiygzckNd1vceb2tnzd,否
7,https://waytoagi.feishu.cn/wiki/E2nYwKY10ifpOFkw2aycClKrneg?from=from_copylink,Nemos：面向 AI 应用的认知启发式分层稀疏记忆架构,Nemos：面向 AI 应用的认知启发式分层稀疏记忆架构,20260615,E2nYwKY10ifpOFkw2aycClKrneg,否
8,https://waytoagi.feishu.cn/wiki/ETiKwJPg8i7tcEkeFMLcQUL1nAf?from=from_copylink,AI音乐周刊 W.A 032,AI音乐周刊 W.A 032,20260615,ETiKwJPg8i7tcEkeFMLcQUL1nAf,否
9,https://waytoagi.feishu.cn/wiki/CnRwwz5cgi8nLpkXcKzcvPLRnEg?from=from_copylink,Technical SEO 自查清单：10 个真实踩坑案例,Technical SEO 自查清单：10 个真实踩坑案例,20260615,CnRwwz5cgi8nLpkXcKzcvPLRnEg,否
10,https://waytoagi.feishu.cn/wiki/NCAMwukSgiIiNLkYxIRcyBkRnEe?from=from_copylink,AI Agent Loop到底是什么？多数人一上来就用错了丨Greg,AI Agent Loop到底是什么？多数人一上来就用错了丨Greg,20260615,NCAMwukSgiIiNLkYxIRcyBkRnEe,否
11,https://waytoagi.feishu.cn/wiki/Qe4mwPsy6irYj5kU5GUcqR3XnAc?from=from_copylink,（手把手教程）别再手动整理Obsidian了！Loop Engineering我替你试过了,（手把手教程）别再手动整理Obsidian了！Loop Engineering我替你试过了,20260616,Qe4mwPsy6irYj5kU5GUcqR3XnAc,否
12,https://waytoagi.feishu.cn/wiki/XeJsw8O2Hif3PRkjuZ5cgZ3YnCe?from=from_copylink,Agent可算开始明码接单了，但我发现最难的不是标价,Agent可算开始明码接单了，但我发现最难的不是标价,20260616,XeJsw8O2Hif3PRkjuZ5cgZ3YnCe,否
13,https://waytoagi.feishu.cn/wiki/V82Ow7Nk9iMcWMkTTKQcAVoRn9b?from=from_copylink,AI Agent & Skill 测评方案及落地实践,AI Agent & Skill 测评方案及落地实践,20260616,V82Ow7Nk9iMcWMkTTKQcAVoRn9b,否
14,https://waytoagi.feishu.cn/wiki/QhTKwdhGNiCFSCkVA9fcSh3Hn7d?from=from_copylink,我把n8n最佳实践写成了 Skill，帮你实现工作流全自动开发。,我把n8n最佳实践写成了 Skill，帮你实现工作流全自动开发。,20260616,QhTKwdhGNiCFSCkVA9fcSh3Hn7d,否
15,https://waytoagi.feishu.cn/wiki/BLpDwvdheiDduqkXf26cHYYjnqg?from=from_copylink,值得收藏的 20+ 个 Agent Skills、仓库和市场,值得收藏的 20+ 个 Agent Skills、仓库和市场,20260616,BLpDwvdheiDduqkXf26cHYYjnqg,否
16,https://waytoagi.feishu.cn/wiki/DbUPwNPvwiC9NRk0oXbcmynangb?from=from_copylink,Claude Code：如何能构建主动式Agent工作流？丨Claude,Claude Code：如何能构建主动式Agent工作流？丨Claude,20260616,DbUPwNPvwiC9NRk0oXbcmynangb,否
17,https://waytoagi.feishu.cn/wiki/VvTvwPIySi5G63kovRTckMWancg?from=from_copylink,Business Insider：揭秘 Cursor 的疯狂崛起,Business Insider：揭秘 Cursor 的疯狂崛起,20260616,VvTvwPIySi5G63kovRTckMWancg,否
18,https://waytoagi.feishu.cn/wiki/QOBFwkENNiR25SkBAh4cHhRjnjh?from=from_copylink,GLM 5.2 开源，技术博客详览,GLM 5.2 开源，技术博客详览,20260617,QOBFwkENNiR25SkBAh4cHhRjnjh,否
19,https://waytoagi.feishu.cn/wiki/JkJzwWjuKiQanckxLaVchuIpnqh?from=from_copylink,如何为你的 Skill 构建自我改进循环,如何为你的 Skill 构建自我改进循环,20260617,JkJzwWjuKiQanckxLaVchuIpnqh,否
20,https://waytoagi.feishu.cn/wiki/KFvbw27Y2iqcVLkKGfNce8vgncc?from=from_copylink,AI-Native的5个层级：如何在30天内从Level 1走到Level 5丨Silicon Valley Girl,AI-Native的5个层级：如何在30天内从Level 1走到Level 5丨Silicon Valley Girl,20260617,KFvbw27Y2iqcVLkKGfNce8vgncc,否
